ubigeo,nombre,poblacion,idh,esperanza_vida,pob_secundaria_completa,educacion,ingreso_pc,Huancavelica
180209,Quinistaquillas                         ,1152.42,0.6,80.16,55.65,9.36,1103.4,0
180210,Ubinas                                  ,2451.09,0.47,79.59,60.59,6.9,641.47,0
180211,Yunga                                   ,2014.35,0.5,77.99,77.06,8.02,647.04,0
180301,Ilo                                     ,68663.73,0.68,78.2,73.07,10.67,1346.79,0
180302,El Algarrobal                           ,2152.57,0.65,77.18,64.23,9.98,1325.52,0
180303,Pacocha                                 ,3079.07,0.77,78.54,70.57,12.91,1718.8,0
190101,Chaupimarca                             ,24464.71,0.58,74.66,82.08,10.69,847.92,0
190102,Huachon                                 ,4588.27,0.34,73.82,64.93,6.5,295.17,0
190103,Huariaca                                ,7859.08,0.5,73.77,76.98,8.87,640.62,0
190104,Huayllay                                ,11513.49,0.63,71.22,83.12,10.4,1174.8,0
190105,Ninacaca                                ,3505.55,0.38,74.27,82.9,7.45,324.01,0
190106,Pallanchacra                            ,3813.69,0.35,73.29,61.53,7.68,304.04,0
190107,Paucartambo                             ,19522.64,0.39,74.03,71.14,6.89,388.52,0
190108,San Fco.De Asis De Yarusyac ,4286.27,0.57,73.68,83.11,9.08,906.24,0
190109,Simon Bolivar                           ,10798.48,0.61,75.64,80.79,10.39,970.52,0
190110,Ticlacayan                              ,10728.3,0.36,72.71,67.55,6.67,345.39,0
190111,Tinyahuarco                             ,7086.71,0.63,76.69,85.56,10.62,1020.7,0
190112,Vicco                                   ,2500.65,0.55,75.43,74.37,8.73,846.99,0
190113,Yanacancha                              ,31875.25,0.62,76.39,80.49,11.49,957.32,0
190201,Yanahuanca                              ,11028.58,0.43,70.61,73.6,8.48,475.45,0
190202,Chacayan                                ,3250.66,0.39,78.92,68.38,6.73,374.98,0
190203,Goyllarisquizga                         ,3346.92,0.44,74.32,80.1,9.58,415.42,0
190204,Paucar                                  ,1332.32,0.39,75.55,70.15,5.95,417.15,0
190205,San Pedro De Pillao    ,1671.57,0.34,73.51,69.32,7.56,263.11,0
190206,Santa Ana De Tusi    ,25083.12,0.29,69.22,86.33,7.97,174.82,0
190207,Tapuc                                   ,3754.02,0.41,76.53,73.74,7.01,423.22,0
190208,Vilcabamba                              ,1463.37,0.41,74.18,87.03,7.87,374.52,0
190301,Oxapampa                                ,15116.04,0.53,69.43,61.27,9.05,942.09,0
190302,Chontabamba     ,4552.53,0.5,72.29,58.39,7.43,866.31,0
190303,Huancabamba      ,6402.9,0.34,71.76,33.99,5.28,477.39,0
190304,Palcazu                                 ,9475.59,0.36,68.21,43.3,6.64,448.53,0
190305,Pozuzo                                  ,7227.8,0.35,72.25,33.86,5.24,522,0
190306,Puerto Bermudez    ,19678.61,0.34,69.61,37.53,6.42,419.16,0
190307,Villa Rica                              ,18777.07,0.49,71.17,56.12,7.66,835.21,0
190308,Constitución,15722,0.38,68.61,44.21,6.22,551.87,0
200101,Piura                                   ,178905.34,0.66,78.74,77.32,11.33,1124.18,0
200104,Castilla                                ,159840.93,0.62,80.2,72.72,10.02,1028.92,0
200105,Catacaos                                ,76220.85,0.5,78.14,62.52,7.7,731.82,0
200107,Cura Mori                               ,18828.24,0.38,75.59,51.41,5.16,497.97,0
200108,El Tallan                               ,5400.35,0.37,74.25,43.03,5.23,511.74,0
200109,La Arena                                ,38807.25,0.41,77.83,50.47,5.29,602.68,0
200110,La Union                                ,43346.27,0.47,76.4,62.4,6.71,672.8,0
200111,Las Lomas                               ,25138.15,0.45,78.78,47.05,5.99,689.78,0
200114,Tambo Grande    ,125429.93,0.46,80.72,50.87,5.65,729.67,0
200115,Veintiséis de Octubre,183875,0.6,78.41,72.27,9.71,976.32,0
200201,Ayabaca                                 ,34311.47,0.29,66.9,43.76,5.08,310.42,0
200202,Frias                                   ,22517.73,0.17,68.52,38.38,3.57,105.12,0
200203,Jilili                                  ,2402.55,0.28,70.81,44.37,4.84,257.48,0
200204,Lagunas                                 ,6763.08,0.09,67.33,21.8,3.42,51.83,0
200205,Montero                                 ,5664.37,0.32,70.16,53.45,5.26,338.33,0
200206,Pacaipampa                              ,22544.96,0.19,67.03,31.74,3.09,177.21,0
200207,Paimas                                  ,10277.17,0.29,69.8,34.64,4.87,316.86,0
200208,Sapillica                               ,12117.92,0.17,67.5,29.76,3.51,126.43,0
200209,Sicchez                                 ,1330.46,0.34,71.9,33.92,5.57,463.55,0
200210,Suyo                                    ,11598.84,0.37,70.1,57.21,6.16,433.85,0
200301,Huancabamba    ,29126.03,0.34,65.36,62.22,5.35,406.32,0
200302,Canchaque                               ,6773.06,0.36,67.6,62.48,5.94,415.72,0
200303,El Carmen De La Frontera   ,12812.36,0.22,66.23,55.61,4.01,171.57,0
200304,Huarmaca                                ,38712.25,0.21,65.38,42.31,3.98,171.62,0
200305,Lalaquiz                                ,3485.99,0.2,64.81,53.96,3.88,134.4,0
200306,San Miguel De El Faique   ,8261.45,0.28,67.51,57.18,5.01,250.29,0
200307,Sondor                                  ,7803,0.23,64.82,33.83,4,227.94,0
200308,Sondorillo                              ,10412.84,0.2,66.95,41.09,3.76,148.03,0
200401,Chulucanas                              ,75914.03,0.47,74.2,61.11,6.6,701.91,0
200402,Buenos Aires                            ,7773.17,0.46,75.1,58.81,6.35,701.66,0
200403,Chalaco                                 ,7402.11,0.3,74.97,45,4.69,287.4,0
200404,La Matanza                              ,12720.51,0.39,73.69,49.78,4.51,616.23,0
200405,Morropon                                ,13757.37,0.5,75.55,70.48,7,741.32,0
200406,Salitral                                ,7812.37,0.4,74.32,56.5,5.4,548.57,0
200407,San Juan De Bigote    ,5712.88,0.33,74.76,57.66,4.82,342.45,0
200408,Santa Catalina De Mossa   ,3645.43,0.37,75.33,35.97,5.74,502.66,0
200409,Santo Domingo                           ,5724.54,0.35,75.28,60.3,5.81,340.04,0
200410,Yamango                                 ,8442.56,0.26,73.49,53.41,4.26,206.2,0
200501,Paita                                   ,99196.85,0.57,79.43,63.65,8.42,957.18,0
200502,Amotape                                 ,2286.06,0.51,80.42,62.98,6.85,798.25,0
200503,Arenal                                  ,949.89,0.5,82.98,55.64,6.96,741.75,0
200504,Colan                                   ,13498.63,0.47,82.14,54.04,6.55,653.3,0
200505,La Huaca                                ,12632.49,0.54,81.14,68.17,7.3,855.31,0
200506,Tamarindo                               ,4810.58,0.49,81.02,58.63,6.03,762.26,0
200507,Vichayal                                ,4997.19,0.38,79.73,52.96,5.48,421.2,0
200601,Sullana                                 ,181599.81,0.57,79.94,71.14,9.32,829.12,0
200602,Bellavista                              ,39348.62,0.53,80.79,68.7,8.85,710.71,0
200603,Ignacio Escudero                        ,21809.67,0.5,79.02,64.36,6.45,792.1,0
200604,Lancones                                ,12823.41,0.37,77.53,41.67,4.47,555.73,0
200605,Marcavelica                             ,30643.63,0.51,78.79,63.11,7.01,809.63,0
200606,Miguel Checa                            ,9423.96,0.52,81.3,64.69,6.64,828.51,0
200607,Querecotillo                            ,25662.21,0.53,80.3,69.27,7.15,805.19,0
200608,Salitral                                ,7130.1,0.56,81.17,63.72,8.42,879.75,0
200701,Pariñas                                 ,89997.36,0.59,76.98,65.82,9.71,1000.69,0
200702,El Alto                                 ,7348.02,0.58,77.98,65.55,9.44,929.2,0
200703,La Brea                                 ,10993.19,0.59,78.3,74.78,9.93,895.62,0
200704,Lobitos                                 ,1552.58,0.59,77.54,66.47,9.32,1020.62,0
200705,Los Organos                             ,9569.77,0.56,77.76,66.55,9.03,894.31,0
200706,Mancora                                 ,14044.61,0.56,77.48,66.04,8.86,905.36,0
200801,Sechura                                 ,48691.1,0.49,72.16,57.87,7.51,781.82,0
200802,Bellavista De La Union   ,4640.38,0.5,75.18,64.05,8.23,735.24,0
200803,Bernal                                  ,7034.82,0.44,72.78,54.63,7.11,625.16,0
200804,Cristo Nos Valga                        ,4274.16,0.42,71.12,55.37,6.51,581.54,0
200805,Vice                                    ,15803.92,0.41,72.19,57.15,6.13,544.34,0
200806,Rinconada Llicuar                       ,3082.15,0.5,74.17,70.79,7.91,703.7,0
210101,Puno                                    ,144745.36,0.65,69.67,82.12,11.7,1230.34,0
210102,Acora                                   ,24872.03,0.32,73.25,76.81,6.51,242.98,0
210103,Amantani                                ,4011.67,0.28,76.2,57.42,4.44,239.22,0
210104,Atuncolla                               ,5194.41,0.29,68.21,60.09,6.48,213.96,0
210105,Capachica                               ,9524.66,0.23,70.53,62.87,4.22,162.17,0
210106,Chucuito                                ,6084.45,0.35,69,71.97,6.51,328.22,0
210107,Coata                                   ,7653.86,0.21,72.87,66.59,5.71,97.62,0
210108,Huata                                   ,8492.44,0.29,70.37,63.69,6.45,206.72,0
210109,Mañazo                                  ,5132,0.44,71.87,75.8,6.73,544.94,0
210110,Paucarcolla                             ,4850.55,0.32,69.29,70.24,6.37,265.96,0
210111,Pichacani                               ,5184.31,0.33,68.17,72.55,6.09,293.19,0
210112,Plateria                                ,7037.97,0.29,64.21,72.16,7.05,210.31,0
210113,San Antonio                             ,3722.33,0.29,73.66,61.75,6.32,201.08,0
210114,Tiquillaca                              ,1430.4,0.32,67.83,65.16,5.35,326.31,0
210115,Vilque                                  ,2703.93,0.34,67.84,81.89,6.92,287.29,0
210201,Azangaro                                ,28239.63,0.44,66.28,71.45,8.28,563.54,0
210202,Achaya                                  ,3933.33,0.13,66.07,74.49,5.47,51.07,0
210203,Arapa                                   ,6071.66,0.28,67.69,69.46,5.72,209.01,0
210204,Asillo                                  ,15453.09,0.26,66.48,67.58,6.08,177.69,0
210205,Caminaca                                ,2932.38,0.23,70,63.76,4.52,153.16,0
210206,Chupa                                   ,7712.32,0.3,66.27,72.68,6.38,230.1,0
210207,Jose Domingo Choquehuanca   ,4992.17,0.38,68.48,83.21,7.04,371.23,0
210208,Muñani                                  ,7594.1,0.27,66.68,75.95,5.49,192.93,0
210209,Potoni                                  ,3829.58,0.31,69.22,58.33,5.77,271.62,0
210210,Saman                                   ,11217.96,0.18,69.27,49.98,4.58,98.35,0
210211,San Anton                               ,8566.63,0.31,68.51,63.23,5.92,276.87,0
210212,San Jose                                ,4928.19,0.22,65.85,58.62,5.49,134.94,0
210213,San Juan De Salinas    ,3723.52,0.28,66.99,56.06,5.72,222.12,0
210214,Santiago De Pupuja  ,4011.04,0.19,68.77,65.95,5.57,92.36,0
210215,Tirapata                                ,2747.71,0.19,66.28,59.17,5.76,99.64,0
210301,Macusani                                ,13134.74,0.41,65.5,57.2,6.43,597.34,0
210302,Ajoyani                                 ,2240.33,0.4,70.18,66.03,6.17,497.74,0
210303,Ayapata                                 ,12276.92,0.38,66.41,69.24,5.85,481.92,0
210304,Coasa                                   ,12761,0.28,62.19,62.85,5.45,254.22,0
210305,Corani                                  ,4354.49,0.23,66.51,62.56,4.58,159.81,0
210306,Crucero                                 ,8968.68,0.38,68.85,77.08,6.41,404.64,0
210307,Ituata                                  ,6764.04,0.35,65.36,68.37,5.83,405.8,0
210308,Ollachea                                ,6349.81,0.32,68.3,47.94,5.07,387.32,0
210309,San Gaban                               ,5357.76,0.46,64.71,74.87,7.4,704.8,0
210310,Usicayos                                ,20595.01,0.2,66.9,69.24,5.49,99.8,0
210401,Juli                                    ,19964.8,0.41,72.42,75.19,7.42,440.16,0
210402,Desaguadero                             ,28095.75,0.42,74.29,75.63,8.07,431.12,0
210403,Huacullani                              ,20223.05,0.27,73.48,74.07,7.51,141.65,0
210404,Kelluyo                                 ,20389.45,0.34,75.63,79.14,8.01,229.37,0
210405,Pisacoma                                ,10986.09,0.27,74.92,70.47,7.03,149.1,0
210406,Pomata                                  ,13778.52,0.32,72.97,69.13,6.02,250.79,0
210407,Zepita                                  ,17422.25,0.24,73.43,62.51,6.02,132.28,0
210501,Ilave                                   ,50686.63,0.4,77.8,75.3,7.28,372.63,0
210502,Capazo                                  ,1815.17,0.38,79.23,48.2,6.77,389.48,0
210503,Pilcuyo                                 ,10083.7,0.26,79.61,69.87,5.55,147.54,0
210504,Santa Rosa                              ,5778.85,0.34,79.37,60.06,6.38,270.84,0
210505,Conduriri                               ,3050.95,0.37,78.48,71.31,5.91,333.55,0
210601,Huancane                                ,14743.68,0.4,69.57,70.66,7.05,460.52,0
210602,Cojata                                  ,3483.64,0.3,71.29,55.11,6.15,243.41,0
210603,Huatasani                               ,4755.83,0.27,70.43,74.11,6.88,156.58,0
210604,Inchupalla                              ,2425.12,0.22,71.24,64.7,5.51,113.35,0
210605,Pusi                                    ,4818.3,0.24,73.67,65.59,5.11,142.34,0
210606,Rosaspata                               ,3821.96,0.25,70.17,71.74,5.14,155.96,0
210607,Taraco                                  ,12390.52,0.31,74.57,67.14,6.28,231.99,0
210608,Vilque Chico                            ,6569.51,0.24,70.8,69.38,4.78,146.98,0
210701,Lampa                                   ,10293.64,0.45,70.99,66.62,7.63,577.32,0
210702,Cabanilla                               ,5053.77,0.35,77.36,66.05,6.66,280.16,0
210703,Calapuja                                ,1447.89,0.29,77.57,61.26,5.52,205.5,0
210704,Nicasio                                 ,2320.89,0.31,74.37,80.58,7.02,197.24,0
210705,Ocuviri                                 ,2887.09,0.57,78.17,76.79,7.58,978.05,0
210706,Palca                                   ,1922.83,0.47,79.13,68.51,7.35,566.86,0
210707,Paratia                                 ,7278.31,0.46,79.98,68.05,7.14,564.92,0
210708,Pucara                                  ,4882.69,0.33,76.36,75.82,6.34,249.29,0
210709,Santa Lucia                             ,6938.85,0.47,78.42,68.13,6.99,610.39,0
210710,Vilavila                                ,3388.5,0.41,81.09,84.47,7.89,328.82,0
210801,Ayaviri                                 ,21194.19,0.53,72.4,76.28,8.98,793.37,0
210802,Antauta                                 ,4397.62,0.55,71.44,73.08,8.17,985.48,0
210803,Cupi                                    ,2967.44,0.34,69.41,78.03,7.56,277.61,0
210804,Llalli                                  ,3923.32,0.33,74.1,70.43,6.44,258.51,0
210805,Macari                                  ,7815.17,0.32,71.74,59.65,6.61,269.76,0
210806,Nuñoa                                   ,8943.51,0.38,72.66,60.74,5.49,458.49,0
210807,Orurillo                                ,9133.49,0.28,73.2,70.63,5.7,181.27,0
210808,Santa Rosa                              ,6760.52,0.38,72.65,69.45,6.62,378.23,0
210809,Umachiri                                ,3949.3,0.4,74.32,68.85,7.29,395.71,0
210901,Moho                                    ,11752.51,0.3,72.05,64.26,5.36,246.83,0
210902,Conima                                  ,2131.8,0.24,74.83,79.43,5.82,120.08,0
210903,Huayrapata                              ,2985.07,0.14,74.33,55.06,5.05,57.16,0
210904,Tilali                                  ,1543.2,0.3,79.24,74.51,5.53,193.86,0
211001,Putina                                  ,23481.56,0.38,64.39,71.47,6.66,445.86,0
211002,Ananea                                  ,26325.71,0.62,61.62,75.08,8.23,1672.72,0
211003,Pedro Vilca Apaza    ,2601.15,0.29,66.79,68.15,5.5,237.41,0
211004,Quilcapuncu                             ,5624.73,0.26,66.96,62.94,5.65,178.25,0
211005,Sina                                    ,1735.83,0.38,66.65,74.7,5.96,455.63,0
211101,Juliaca                                 ,232834.4,0.58,73.56,78.89,10.17,888.17,0
211102,Cabana                                  ,4240.3,0.33,72.21,72.63,6.63,260.56,0
211103,Cabanillas                              ,4885.4,0.44,74.08,72.74,7.49,506.64,0
211104,Caracoto                                ,5552.21,0.36,74.39,63.71,5.59,387.03,0
211105,San Miguel,65445.28,0.52,73.88,79.23,8.75,728.66,0
211201,Sandia                                  ,11267.13,0.37,70.72,67.36,5.88,400.73,0
211202,Cuyocuyo                                ,4031.67,0.35,75.22,64.09,5.9,327.47,0
211203,Limbani                                 ,3926.4,0.41,71.11,73.1,6.8,456.61,0
211204,Patambuco                               ,3495.21,0.21,73.91,52.06,4.72,126.37,0
211205,Phara                                   ,4613.21,0.39,70.68,71.7,6.39,428.65,0
211206,Quiaca                                  ,2282.01,0.42,70.21,81.74,6.56,490.39,0
211207,San Juan Del Oro      ,7845.67,0.46,73.61,75.62,7.77,570.17,0
211208,Yanahuaya                               ,1923.9,0.38,74.09,45.91,7.28,420.01,0
211209,Alto Inambari                           ,9064.3,0.43,75.25,69.55,6.02,558.27,0
211210,San Pedro De Putina Puncu  ,11371.06,0.47,79.35,68.98,7.15,578.19,0
211301,Yunguyo                                 ,23516.53,0.42,74.77,73.33,6.4,475.69,0
211302,Anapia                                  ,3001.33,0.31,74.46,66.78,6.76,220.05,0
211303,Copani                                  ,4207.05,0.2,74.49,60.65,4.89,101.94,0
211304,Cuturapi                                ,708.25,0.29,76.22,73.15,5.27,197.77,0
211305,Ollaraya                                ,4516.55,0.19,78.53,66.36,4.38,86.6,0
211306,Tinicachi                               ,1147.14,0.4,77.74,58.56,5.74,487.85,0
211307,Unicachi                                ,2373.1,0.38,78.66,67.95,5.79,380.72,0
220101,Moyobamba     ,86435.21,0.53,72.47,60.51,7.76,952.98,0
220102,Calzada                                 ,4267.86,0.51,74.71,51.75,6.54,1011.29,0
220103,Habana                                  ,1878.97,0.49,74.58,48.89,5.78,990.31,0
220104,Jepelacio                               ,16120.94,0.35,73.88,47.36,4.58,457.97,0
220105,Soritor                                 ,31717.58,0.42,73.36,46.03,5.55,689.45,0
220106,Yantalo                                 ,3284.39,0.4,74.21,47.9,5.34,602.58,0
220201,Bellavista                              ,12833.43,0.52,69.02,53.55,7.59,1033.06,0
220202,Alto Biavo                              ,7989.97,0.36,74.99,27.24,4.71,641.8,0
220203,Bajo Biavo                              ,19921.17,0.32,73.2,33.22,4.7,410.12,0
220204,Huallaga                                ,3097.02,0.36,71.97,33.51,5.08,551.68,0
220205,San Pablo                               ,7043.63,0.41,72.19,38.43,5.46,706.97,0
220206,San Rafael                              ,7567.37,0.53,71.6,50.56,6.15,1209.73,0
220301,San Jose De Sisa     ,11517.6,0.37,74.33,35.14,5.25,546.73,0
220302,Agua Blanca                             ,2176.57,0.44,75.3,35.12,5.09,886.91,0
220303,San Martin                              ,13474,0.3,75.1,28.73,4.47,378.9,0
220304,Santa Rosa                              ,10142.48,0.3,75.94,35.68,4.5,340.38,0
220305,Shatoja                                 ,3336.54,0.31,74.7,35.32,4.81,372.27,0
220401,Saposoa                                 ,11144.95,0.44,75.18,45.99,6.6,674.08,0
220402,Alto Saposoa                            ,4083.54,0.29,78.08,33.33,4.58,303.65,0
220403,El Eslabon                              ,3446.86,0.36,75.63,35.85,6.05,449.82,0
220404,Piscoyacu                               ,3915.87,0.41,77.27,44.95,5.35,600.61,0
220405,Sacanche                                ,2246.61,0.45,78.09,40.02,6.3,749.04,0
220406,Tingo De Saposoa     ,646.33,0.51,79.07,57.46,7.34,805.6,0
220501,Lamas                                   ,12432.9,0.48,70.9,54.71,7.07,828,0
220502,Alonso De Alvarado    ,17759.15,0.33,71.41,50.31,4.51,416.12,0
220503,Barranquita                             ,5353.97,0.27,70.64,27.01,5.01,299.42,0
220504,Caynarachi                              ,8289.21,0.37,70.43,35.14,5.32,578.64,0
220505,Cuñumbuqui                              ,4009.98,0.4,71.94,51.24,6,557.91,0
220506,Pinto Recodo                            ,9369.16,0.32,71.85,34.86,4.14,479.84,0
220507,Rumisapa                                ,2771.21,0.41,71.51,49.49,5.3,644.29,0
220508,San Roque De Cumbaza   ,1312.76,0.34,72.66,36.06,4.53,492.45,0
220509,Shanao                                  ,3210.71,0.33,69.69,46.94,4.75,407.56,0
220510,Tabalosos                               ,13392.39,0.34,71.02,44.75,5.09,426.03,0
220511,Zapatero                                ,4842.58,0.29,70.97,45.01,4.58,294,0
220601,Juanjui                                 ,24446.58,0.54,71.23,57.63,8.2,1019.42,0
220602,Campanilla                              ,8584.25,0.33,71.61,38.38,5.04,415.09,0
220603,Huicungo                                ,7301.15,0.34,72.83,28.39,5.35,475.18,0
220604,Pachiza                                 ,4526.49,0.35,72.62,28.86,4.97,550.62,0
220605,Pajarillo                               ,5887.41,0.37,73.09,39.9,4.99,567.34,0
220701,Picota                                  ,8873.34,0.53,74.72,50.76,7.73,1023.37,0
220702,Buenos Aires                            ,3115.55,0.39,76.17,38.55,5.25,588.98,0
220703,Caspisapa                               ,2192.46,0.49,73.95,54.59,6.84,851.96,0
220704,Pilluana                                ,628.54,0.38,77.77,35.55,6.74,465.96,0
220705,Pucacaca                                ,2472.18,0.51,75.77,55.54,6.8,885.66,0
220706,San Cristobal                           ,1371.04,0.5,76.11,45.93,6.23,992.89,0
220707,San Hilarion                            ,5118.75,0.54,75.29,58.01,6.69,1053.49,0
220708,Shamboyacu      ,12061.62,0.3,77.08,27.43,4.24,395.43,0
220709,Tingo De Ponasa    ,4821.23,0.46,77.92,44.38,5.72,828.87,0
220710,Tres Unidos                             ,4964.38,0.32,72.66,24.62,5.15,476.44,0
220801,Rioja                                   ,24031.17,0.6,73.81,63.35,8.25,1232.73,0
220802,Awajun                                  ,11414.03,0.35,73.8,34.29,5.25,481.33,0
220803,Elias Soplin Vargas                     ,17629.94,0.39,72.98,44.4,5.04,597.93,0
220804,Nueva Cajamarca     ,47552.63,0.48,73.44,54.02,6.29,847.29,0
220805,Pardo Miguel                            ,22212.16,0.4,74.02,48.95,5.03,594.09,0
220806,Posic                                   ,1935.18,0.44,76.33,38.42,5.06,846.78,0
220807,San Fernando                            ,2965.05,0.45,74.5,46.24,5.62,799.52,0
220808,Yorongos                                ,3077.97,0.44,72.5,51.93,5.37,786.26,0
220809,Yuracyacu                               ,3398.18,0.48,73.58,47.94,6.38,890.18,0
220901,Tarapoto                                ,76010.2,0.67,71.95,80.8,10.48,1400.86,0
220902,Alberto Leveau                          ,569.24,0.44,71.25,51.14,6.63,674.38,0
220903,Cacatachi                               ,3605.69,0.52,74.05,67.67,7.5,830.96,0
220904,Chazuta                                 ,7852.88,0.29,72.87,37.72,5.33,288.07,0
220905,Chipurana                               ,1924.18,0.39,67.1,29.9,5.64,773.92,0
220906,El Porvenir                             ,2856.05,0.42,71.87,28.44,6.1,820.36,0
220907,Huimbayoc                               ,2661.49,0.37,71.05,28.49,5.43,653.99,0
220908,Juan Guerra                             ,3470.96,0.58,74.59,61.22,8,1132.88,0
220909,La Banda De Shilcayo  ,47338.14,0.59,72.59,67.39,8.91,1146.17,0
220910,Morales                                 ,31687.78,0.66,72.93,76.63,9.77,1372.34,0
220911,Papaplaya                               ,1484.22,0.35,72.59,21.16,5.82,575.19,0
220912,San Antonio                             ,1384.4,0.52,73.68,55.79,6.81,980.58,0
220913,Sauce                                   ,13445.09,0.4,72.83,39.45,6.43,607.36,0
220914,Shapaja                                 ,1557.28,0.42,73.21,57.84,6.65,561.74,0
221001,Tocache                                 ,20619.71,0.53,69.2,58.44,7.76,1027.11,0
221002,Nuevo Progreso   ,11818.5,0.45,69.55,55.65,6.1,774.59,0
221003,Polvora                                 ,13580.67,0.44,68.43,54.71,5.92,784.53,0
221004,Shunte                                  ,934.8,0.34,69.89,31.66,5.23,485.26,0
221005,Uchiza                                  ,15356.57,0.56,70.79,60.22,7.8,1167.27,0
230101,Tacna                                   ,74177.24,0.7,76.67,75.49,11.65,1371.82,0
230102,Alto De La Alianza                      ,34456.61,0.6,77.72,75.54,10.05,964.81,0
230103,Calana                                  ,3316.14,0.56,75.92,77.83,9.59,832.8,0
230104,Ciudad Nueva     ,37523.97,0.52,77.19,75.55,9.06,693.96,0
230105,Inclan                                  ,6518.3,0.54,74.48,73.8,8.4,817.25,0
230106,Pachia                                  ,1745.8,0.53,76.02,72.99,8.8,768.95,0
230107,Palca                                   ,1891.69,0.52,75.48,60.6,8.89,784.01,0
230108,Pocollay                                ,17645.51,0.65,77.27,75.83,10.52,1152.61,0
230109,Sama                                    ,2956.51,0.55,74.25,70.5,8.75,897.57,0
230110,Crnel.Gregorio Albarracin Lanchipa ,140026.75,0.58,77.07,71.18,10.05,892.3,0
230111,La Yarada Los Palos,6114,0.56,75.38,62.7,7.07,1076.88,0
230201,Candarave                               ,2510.91,0.36,69.91,62.39,6.64,377.36,0
230202,Cairani                                 ,1076.94,0.24,72.08,66.46,6.57,124.11,0
230203,Camilaca                                ,1012.41,0.41,69.72,59.07,6.34,562.82,0
230204,Curibaya                                ,255.92,0.57,72.59,76.23,9.48,950.19,0
230205,Huanuara                                ,716.05,0.4,71.02,64.5,7.86,422.58,0
230206,Quilahuani                              ,979.33,0.32,70.06,59.39,7.26,255.39,0
230301,Locumba                                 ,2847.88,0.58,73.37,71.93,9.17,1015.96,0
230302,Ilabaya                                 ,3072.2,0.74,74.54,65.07,11.12,1861.25,0
230303,Ite                                     ,3075.71,0.69,73.87,70,9.72,1598.34,0
230401,Tarata                                  ,3239.85,0.48,77.1,76.83,8.14,567.94,0
230402,Heroes Albarracin (Chucatamani) ,527.55,0.32,77.59,85.84,7.68,185.66,0
230403,Estique                                 ,534.37,0.34,80.48,54.62,6.98,273.03,0
230404,Estique-Pampa                           ,528.98,0.52,82.21,90.13,8.34,598.39,0
230405,Sitajara                                ,610.75,0.36,79.24,55.63,7.29,318.56,0
230406,Susapaya                                ,580.24,0.31,77.28,62.59,6.47,223.87,0
230407,Tarucachi                               ,340.64,0.35,76.56,71.53,7.5,269.61,0
230408,Ticaco                                  ,290.58,0.37,77.25,54.36,6.58,373.99,0
240101,Tumbes ,109744.96,0.6,77.64,72.22,9.79,998.97,0
240102,Corrales ,23971.76,0.57,76.84,66.36,8.69,962.15,0
240103,La Cruz ,9240.78,0.59,76.16,71.31,9.06,1035.57,0
240104,Pampas De Hospital ,7012.04,0.54,74.78,67.49,7.94,894.65,0
240105,San Jacinto ,8740.12,0.55,74.84,72.75,8.23,889.37,0
240106,San Juan De La Virgen ,4360.8,0.56,75.32,65.17,8.44,953.44,0
240201,Zorritos  ,11360.24,0.57,74.38,68.79,9.03,964.43,0
240202,Casitas   ,2030.5,0.44,72.68,52.09,7,639.58,0
240203,Canoas de punta sal,6440.82,0.54,72.94,53.44,7.57,1085.52,0
240301,Zarumilla,23389.4,0.55,72.2,65.7,9.15,937.8,0
240302,Aguas Verdes ,22758.42,0.48,73.07,62.29,7.34,729.16,0
240303,Matapalo ,3282.68,0.37,68.41,44.2,6.69,491.68,0
240304,Papayal ,5253.15,0.51,71.1,66.89,7.89,813.09,0
250101,Calleria ,126065.34,0.56,73,60.42,9.67,987.69,0
250102,Campoverde  ,14497.28,0.44,75.91,42.05,6.9,655.52,0
250103,Iparia   ,10553.11,0.26,74.96,30.91,6.25,196.73,0
250104,Masisea ,10530.83,0.28,74.83,29.44,5.82,254.39,0
250105,Yarinacocha  ,113671.12,0.55,74.17,60.31,9.4,905.33,0
250106,Nueva Requena ,4091.58,0.37,72.03,37.98,6.17,492.93,0
250107,Manantay,88653.74,0.5,74.27,51.42,8.09,844.51,0
250201,Raymondi  ,32925.07,0.34,60.44,31.76,6.28,542.04,0
250202,Sepahua  ,7852.1,0.35,60.11,29.72,7.04,577.7,0
250203,Tahuania  ,8157.9,0.29,64.28,17.56,5.24,461.52,0
250204,Yurua   ,2642.88,0.22,60.84,12.94,4.51,299.84,0
250301,Padre Abad   ,23644.52,0.48,77.15,47.18,7.09,761.16,0
250302,Irazola   ,12295,0.39,80.05,40.1,5.76,503.53,0
250303,Curimana  ,8781.95,0.38,79.57,40.4,6.1,459.21,0
250304,Neshuya,7288.49,0.46,82.51,45.88,5.98,697.91,0
250305,Alexander Von Humboldt,4930.34,0.44,83.85,43.12,5.69,662.65,0
250401,Purus ,3681.09,0.35,67.27,20.54,7.47,551.69,0
